,종목명,날짜,제목,본문,SN_caller,SL_caller,NNP_caller,NNG_caller,SF_caller,SS_caller,SW_caller,SP_caller,NR_caller,NNB_caller,JKB_caller,JX_caller,XSN_caller,JC_caller,JKO_caller,MAG_caller,JKG_caller,VV_caller,EC_caller,XSV_caller,EP_caller,MAJ_caller,ETM_caller,XPN_caller,MM_caller,JKS_caller,VCP_caller,VA_caller,NA_caller,XR_caller,ETN_caller,XSA_caller,SO_caller,NP_caller,EF_caller,VX_caller,VCN_caller,SH_caller,IC_caller,JKV_caller,SN_other,SL_other,NNP_other,NNG_other,SF_other,SS_other,SW_other,SP_other,NR_other,NNB_other,JKB_other,JX_other,XSN_other,JC_other,JKO_other,MAG_other,JKG_other,VV_other,EC_other,XSV_other,EP_other,MAJ_other,ETM_other,XPN_other,MM_other,JKS_other,VCP_other,VA_other,NA_other,XR_other,ETN_other,XSA_other,SO_other,NP_other,EF_other,VX_other,VCN_other,SH_other,IC_other,JKV_other,stock_name,price,price + 30days
1945,LG화학,24.07.26,하반기 개선에도 눈높이 조절은 불가피,하반기 영업이익은 상반기 대비 증가가 기대되나 개선폭은 기존 예상 대비 둔화. 화학은 수급 밸런스 개선 및 고부가 제품 확대로 완만한 회복 예상. 첨단소재는 양극재 출하량 감소에도 메탈 가격 안정 및 고부가 전자소재로 높은 수익성 유지되며 차별화된 경쟁력 지속 전망,1.0,4.0,18.0,26.0,2.0,5.0,0.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,18.0,26.0,2.0,5.0,0.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LG화학,330500,289500
1950,POSCO홀딩스,24.07.26,2분기 실적 시장 기대치 상회. 하반기 실적 방향성도 무난하지만..,"동사 24.2Q 실적 [연결 영업이익 7,520억원 (+28.9%, QoQ)]은 시장 예상치 [1개월 시장 컨센서스 영업이익 6,661억원]를 상회했다. <표 1> 포스코 본사 실적 [영업이익 4,180억원, +41.6% QoQ]은 판매량 감소에도 불구, 탄소강 Roll-Margin 확대 및 STS 부문 가격 인상 효과로 좋은 흐름을 보였고, 핵심 자회사 포스코인터내셔널 가스전매장량 재인증을 통한 감가상각비 감소 및 Cost Recovery 비율 상승 효과 등으로 시장 예상치를 상회하는 실적을 시현했다. 24.3Q 실적 [연결 영업이익 7,840억원, +4.3% QoQ] 역시 전분기 대비 개선될 전망이다. Cost Recovery 하락에 따른 포스코 인터내셔널 실적 둔화에도 불구, 철강 부문 실적이 포항 4고로 개수 완료에 따른 판매량 증가 [24.2Q 786만톤 → 24.3Q 800만톤 중반]에 따른 매출액 증가 효과로 개선되기 때문이다. 또한 판매 가격 하락에도 탄소강 Roll-Margin은 전분기와 유사할 전망인데, 원료비 역시 큰 폭으로 하락하기 때문이다. <그림 1> 4분기 역시 3분기와 비슷한 실적을 유지할 전망이다.",41.0,17.0,20.0,54.0,22.0,14.0,31.0,17.0,2.0,3.0,6.0,12.0,3.0,3.0,8.0,1.0,3.0,5.0,10.0,10.0,9.0,1.0,6.0,3.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,41.0,17.0,20.0,54.0,22.0,14.0,31.0,17.0,2.0,3.0,6.0,12.0,3.0,3.0,8.0,1.0,3.0,5.0,10.0,10.0,9.0,1.0,6.0,3.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,POSCO홀딩스,343500,290000
1956,JB금융지주,24.07.26,마지막 남은 숙제 해결 필요,자사주 매입/소각 발표 등 밸류업 정책 적극 대응. 건전성 지표 악화 추세 진정된 점도 긍정적. 다만 동일인 주식보유한도 관련 이슈는 해결 필요,0.0,0.0,6.0,12.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JB금융지주,16900,18010
1963,HDC현대산업개발,24.07.26,"투자의견 Buy 유지, 목표주가 26,000원으로 상향","HDC현대산업개발(이하 HDC 현산)에 대해 투자의견 Buy를 유지하고, 목표주가를 기존 23,000원에서 26,000원으로 상향한다. 목표주가 상향은 12개월 기준 Valuation 산정에서 2025년 비중이 상승하고, Target P/B를 기존 0.46배에서 0.50배로 상향한데 따른다. 최근 서울시의 아파트 가격 상승률과 매매거래량 증가를 감안하여 주택 심리가 호전되고 있다는 것과 광운대 개발 사업의 착공 시점이 다가옴에 따라 Target Multiple을 상향했다. 최근 서울시의 청약 경쟁률을 감안할 때, 4Q24 분양이 예정된 H1 프로젝트 역시 최소 두 자릿수의 초기 분양률이 예상된다. H1 프로젝트 착공을 전제로 HDC현산의 2025, 2026년 영업이익은 각각 62%, 10% 성장이 예상된다. 경쟁사 대비 빠른 주택 마진 개선세도 돋보인다. 건설업종 내 Top pick 관점을 유지한다.",0.0,1.0,11.0,30.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,5.0,1.0,0.0,0.0,1.0,7.0,6.0,3.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,30.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,5.0,1.0,0.0,0.0,1.0,7.0,6.0,3.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HDC현대산업개발,21850,19070
1968,한화솔루션,24.07.26,불확실성 확대에도 유효한 하반기 개선 방향성,올해 주요 사업부 상저하고 실적 흐름 예상되나 하반기 이익 모멘텀은 기존 예상 대비 둔화될 전망. 케미칼은 중국 경기 부양책에 따른 수요 회복과 신증설 부담 완화로 하반기 수급 밸런스 개선 예상. 신재생에너지는 미국 대선 리스크 확대에도 견조한 태양광 수요에 따른 모듈 출하량 증가 및 AMPC 확대 등으로 증익 추세 나타날 전망,17.0,8.0,33.0,67.0,12.0,5.0,5.0,9.0,8.0,17.0,15.0,4.0,9.0,5.0,5.0,4.0,4.0,7.0,7.0,15.0,4.0,3.0,12.0,2.0,4.0,11.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,17.0,8.0,33.0,67.0,12.0,5.0,5.0,9.0,8.0,17.0,15.0,4.0,9.0,5.0,5.0,4.0,4.0,7.0,7.0,15.0,4.0,3.0,12.0,2.0,4.0,11.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,한화솔루션,21350,17600
1976,현대차,24.07.26,2Q24 Review: 컨센서스에 부합하는 실적,"영업이익은 4.3조원(+0.7%YoY, +20.3%QoQ)으로 컨센서스 4.2조원(최근 한달간 +4% 상향 조정)에 부합했다. 매출액은 45.0조원(+6.6%YoY, +10.7%QoQ)으로 컨센서스 44.0조원을 2.3% 상회했다. 영업이익 전년비 증감사유는 환율효과 +4,000억원, 물량증가 +1,530억원, Mix/인센티브 +950억원, 금융 +1,360억원, 기타 -7,530억원이다. 환율효과는 판매보증비 증가(-4,350억원)와 상쇄된다. 판매량은 소폭 증가했고 지역믹스/제품믹스가 개선됐다. 연결 도매판매 +2.2% YoY, 북미 비중 +3.4%P, SUV/제네시스 비중 +1.2%P, HEV 비중 +2.5%P. 이중 동사는 HEV 수익성은 더블디짓 수준, EV 수익성은 로우 싱글디짓 수준이라고 밝혔다.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,현대차,237000,217000
1988,현대차,24.07.26,"2Q24 Review: 매출 45조원, 영업이익 4.3조원(OPM 9.5%)","2024년 2분기 매출액은 45조원(YoY +6.6%), 영업이익 4.3조원(YoY +0.7%, OPM 9.5%)를 기록하며, 시장 기대치(44조원, 4.2조원)을 소폭 상회했다. 각 부문별 영업이익은 자동차 3.7조원(YoY -3.0%, OPM 10.6%), 금융 5,610억원(YoY+32.0%, OPM 7.9%), 기타 2,900억원(YoY -14.7%, OPM 10.8%), 연결조정 -2,950억원을 기록했다. 전년 동기 대비 영업이익은 환율 효과 4,000억원, 물량 증가 효과 1,530억원, 금융 부문 1,360억원, 믹스 효과 950억원이 긍정적으로 작용했으며, 판매보증충당금 변동을 포함한 기타 비용 7,530억원이 부정적으로 작용했다. 인센티브는 $3,120 수준으로 전년 동기 대비 YoY +50% 상승했지만, 그럼에도 불구하고 ASP는 YoY +3.3%의 개선세를 유지했다. 1) 북미 중심의 성장세(YoY +15.2%, +2.9%p), 2) SUV 비중 YoY +1.4%p, 3) 하이브리드 비중 YoY +2.5%p, 4)원/달러 환율 YoY +4.1%가 ASP 상승세를 지지했다. 다만 원/달러 환율이 급격하게 상승하면서 과대 계상된 판매보증충당금 영향이 부정적이었다. 금융 부문은 지난 2~3년 간의 물량 성장 사이클이 고금리 환경과 함께 리스 수익/할부 수익 증가로 연결되었다.",3.0,2.0,13.0,14.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,13.0,14.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,현대차,237000,217000
2000,SK하이닉스,24.07.26,"중립 투자의견을 유지하고 목표주가를 217,000원으로 하향","SK하이닉스의 2Q24 매출과 영업이익은 16.4조원과 5.5조원을 기록하여 당사 기존 전망치인 16.2조원과 6.1조원 대비 매출은 상회했고 영업이익은 하회했다. 단 동사 2Q24 영업이익은 최근에 상향 조정되었던 시장 기대치에는 부합한 것으로 보인다. 3Q24와 올해 동사 영업이익 은 7.2조원과 23.9조원을 기록하여 당사 기존 전망치 8.6조원과 26.7조원을 하회할 것으로 예상된다. 그리고 동사 주가와 역사적으로 동행해온 OECD 경기선행지수가 올해 내에 하락 전환할 가능성이 높은 것으로 판단된다. 또한 삼성전자의 HBM3E가 엔비디아에 본격 공급되기 시작할 경우 HBM의 수급이 둔화될 것으로 예상된다. 이러한 점들을 반영하여 동사에 대한 중립 투자의견을 유지하고 목표주가를 217,000원으로 하향한다. 신규 목표주가는 하향 조정된 올해 예상 BPS에 동사가 역사적으로 가장 높은 Valuation 배수를 기록했던 2005년~2012년 구간의 연간 고점 P/B 배수들의 평균인 2.30배를 적용하여 도출한 것이다.",2.0,0.0,3.0,33.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,8.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,33.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,8.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SK하이닉스,190900,171700
2013,LG에너지솔루션,24.07.26,"2Q24 북미향 판매량 증가에도 불구, 유럽 및 Tesla향 판매 둔화로 실적 부진","동사의 2Q24 실적은 매출액 6.1조원(-30% YoY, +1% QoQ), 영업이익 1,953억원(-58% YoY, +24% QoQ)으로 시장기대치를 하회하며 부진했다. 원-달러 환율과 배터리 셀 출하량이 전분기 대비 각각 3%, 11% 가량 상승한 것으로 추정되나 판가 하락 영향으로 매출 증가폭은 제한적이었으며, 원재료 가격 하락에 따른 역래깅 효과로 인해 AMPC를 제외한 중대형 배터리 영업이익은 적자폭이 더 확대됐다. 북미 주력 고객사인 GM의 신차 출시가 나타나면서 배터리 셀 수요가 점진적으로 확대되고 있다는 점은 긍정적이다. 특히 얼티엄셀즈 1, 2공장 생산량 증가로 AMPC 보조금 규모가 전분기의 1,889억원(약 4GWh)에서 약 4,478억원(약 9GWh)로 2.3배 증가했다. 그러나 유럽 전기차 수요 둔화로 인한 유럽 완성차 OEM들의 판매 부진으로 폴란드 공장 가동률이 크게 하락하면서 고정비 부담이 이어지고 있다. 또한 주력 고객사인 Tesla가 저렴한 가격을 앞세운 중국 전기차와의 경쟁이 심화되고 있으며, 부품 재고 조정 영향까지 겹치면서 기가상하이에 원형 배터리를 공급 중인 동사의 남경 공장 가동률도 하락했다.",0.0,2.0,13.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LG에너지솔루션,389500,383500
2023,POSCO홀딩스,24.07.26,주가도 업황도 바닥을 확인하는 중,이차전지소재 사업부문에서 의미있는 실적을 달성할 때까지 시간이 필요. 중국 철강 업황도 개선 가능성이 낮아지고 있는 상황. 적극적인 주주가치 제고 노력이 주가 하방을 지지할 전망,33.0,16.0,16.0,35.0,14.0,21.0,12.0,9.0,6.0,7.0,4.0,5.0,1.0,0.0,3.0,0.0,3.0,0.0,4.0,9.0,5.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,33.0,16.0,16.0,35.0,14.0,21.0,12.0,9.0,6.0,7.0,4.0,5.0,1.0,0.0,3.0,0.0,3.0,0.0,4.0,9.0,5.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,POSCO홀딩스,343500,290000
2029,LG에너지솔루션,24.07.26,악재 풀 반영 중,전기차 수요에 대한 완성차들의 조심스러운 접근에 따라 셀-소재사들의 하반기 눈높이 조정 시작. 다만 이미 완성차 판매 추이에서 예견된 상황이었다는 점에서 주가에 상당 부분 선반영된 이슈로 판단. 향후 주가의 방향성은 불황기를 극복할 수 있는 전략과 역량이 결정,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LG에너지솔루션,389500,383500
2039,HD현대미포,24.07.26,2Q24 Review: 실적 서프라이즈와 동시에 분기 흑전 성공,"2Q24 연결 매출액은 1 조 1291 억원(+9.3% YoY, +12.9% QoQ), 영업이익은 174억원(흑전 YoY, 흑전 QoQ)을 기록하면서 컨센서스(-54.5 억원)를 큰 폭 상회하는 실적 시현과 동시에 분기 흑자전환에 성공했다. 1) 환차익 및 강재가 환입과 2) P/C 선조기투입에 따른 선종 믹스 개선 및 건조선가 상승, 그리고 무엇보다 3) 외주 비중이 높은 동사의 내작 비중이 확대되면서 원가 개선 효과로 크게 작용했다. 이번 분기 동사 매출에서 ‘21 년 호선은 약 17%, ‘22 년은 약 69%, ‘23 년은 약 14%를 차지한 것으로 추정된다.",20.0,10.0,19.0,36.0,8.0,14.0,10.0,8.0,2.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,19.0,36.0,8.0,14.0,10.0,8.0,2.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HD현대미포,105300,110900
2042,포스코인터내셔널,24.07.26,사업 포트폴리오 확장에서 오는 이익의 안정성이 돋보일 것,구동모터코아 판매량과 수익성만 회복하면 주가 상승에 탄력이 붙을 전망,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,포스코인터내셔널,51400,47900
2047,LG디스플레이,24.07.26,2Q24 전 제품군에 걸친 출하량 증가로 뚜렷한 적자폭 축소 시현,"동사의 2Q24 실적은 매출액 6.7조원(+42% YoY, +28% QoQ), 영업이익 -937억원(적자지속 YoY/QoQ)으로 시장기대치(매출액 6.4조원, 영업이익 -2,985억원) 대비 적자폭이 크게 축소됐다. 전방 PC 수요 회복세가 지연되고 있지만 전 제품군에 걸쳐 패널 출하가 양호했다. 또한 사업구조 고도화 및 비용구조 개선 등의 원가절감 효과가 성과를 거두고 있다. TV는 전통적 비수기지만 7월 파리 올림픽 특수를 앞두고 주요 세트 업체들의 패널 수요가 크게 늘면서 LCD TV와 OLED TV 패널 출하량이 전분기 대비 각각 32%, 47% 증가했다. 특히 LCD TV 패널 가격 상승과 물량 증가에 따른 고정비 부담 완화로 지난 분기까지 2,000~3,000억원 가량의 적자가 발생했던 것으로 추정되는 TV 부문 손실폭이 대폭 축소됐다. 태블릿은 1Q24부터 생산을 시작한 북미 고객사 신제품향 OLED 패널 출하가 본격화되면서 매출 증가와 수익성 개선에 긍정적으로 작용했다.",9.0,6.0,11.0,14.0,7.0,0.0,0.0,1.0,3.0,4.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,11.0,14.0,7.0,0.0,0.0,1.0,3.0,4.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LG디스플레이,10600,10040
2052,HD현대중공업,24.07.26,2Q24 Review: 컨센서스 큰 폭 상회하는 실적 시현,"동사의 2Q24 연결 매출액은 3 조 8,840 억원(+26.7% YoY, +30.0% QoQ), 영업이익은 1,956 억원(+818.3 YoY, +185.5% QoQ)을 기록했다. 1)환율효과 및 강재가 하락에 따른 환입, 2)건조선가 상승 효과, 그리고 3)공정 정상화에 따른 생산성 확대로 인해 컨센서스(1,119 억원)를 약 74.8% 상회하는 놀라운 실적을 기록했다. 일회성 비용으로 하청업체 미상환 선급금 대손 175 억원이 발생했으며, 이를 제거한 경상마진은 약 5.5%로 전분기 0.7% 대비 가파른 실적개선세를 보여줬다.[상선]: 선가상승 및 건조물량 증가 효과로 7.0%의 높은 건조마진 시현[특수선]: 전분기 역기저효과에도 불구하고 빠른 공정인식을 통한 큰 폭의 매출 성장[해양]: 전분기 중대재해 비용확대에 따른 기저효과로 적자폭 축소[엔진기계]: 수주물량 증가에 따른 박용엔진 매출 확대와 이에 따른 이익 개선",9.0,3.0,13.0,46.0,1.0,8.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,13.0,46.0,1.0,8.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HD현대중공업,192700,227500
2057,LS ELECTRIC,24.07.26,"2분기 영업이익 1,096억원, 컨센서스 상회","2분기 매출액 1조 1,324억원(yoy -5.8%), 영업이익 1,096억원(yoy +4.5%, OPM 9.7%)으로 시장 기대치를 상회하며 분기 최대 영업이익을 달성하였다. 호실적의 주 요인은 변압기와 배전반을 중심으로 전력 사업부의 견조한 성장세가 주효했던 것으로 파악된다. 특히, 국내 반도체 업체의 북미 설비 투자에 힘입어 배전반 납품 물량이 늘어난 부분이 긍정적인 영향을 미친 것으로 추정한다. 2Q24 전력 사업부의 북미 매출 비중은 24% 수준으로 23년말 대비 7%P 확대되며 실적 개선을 이끌고 있다. 자동화 사업 부문이 회복세를 보이고 신재생 사업 부문의 적자폭도 전년 대비 축소되는 흐름이 지속되고 있다. LS메탈을 제외한 자회사는 실적 부진이 지속되고 있는 것으로 파악된다.",24.0,14.0,22.0,47.0,3.0,15.0,2.0,11.0,0.0,6.0,8.0,3.0,5.0,0.0,0.0,1.0,1.0,7.0,5.0,4.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,22.0,47.0,3.0,15.0,2.0,11.0,0.0,6.0,8.0,3.0,5.0,0.0,0.0,1.0,1.0,7.0,5.0,4.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,LS ELECTRIC,152500,133300
2062,HD현대중공업,24.07.26,"2분기 매출 3조 8,840억원/영업이익 1,956억원","놀라운 실적이다. HD현대중공업의 2024년 2분기 실적은 매출 3조 8,840억원/영업이익 1,956억원으로 컨센서스(3조 2,561억원/1,119억원) 대비 매출 +19.3%/영업이익 +74.8%, 당사 추정치(2조 9,586억원/858억원) 대비 매출 +31.3%, 영업이익 +128.0%를 상회하는 호실적을 기록하였다. 심지어 영업이익에는 외주업체 선급금 대손처리를 포함한 200억원의 일회성 손실이 포함되어 있어 이를 제외하면 실질 영업이익률은 5.6%를 달성하였다. 당초 호실적의 원인으로 예상되었던 환율 상승 및 후판가 하락 등은 높은 환헷지비율과 강재가 협상 순연으로 오히려 이번 분기 영향이 크지 않았으며 주된 이익 상승의 원인은 사내공정 정상화에 따른 외주제작 비중 하락 및 내재화 증가로 인한 원가 감소라는 사측의 설명이다. 하반기 실적은 상반기 반영되지 않은 후판가 하락 및 원자재 가격 하락 등의 원인이 겹쳐져 더욱 개선폭이 클 것으로 전망된다. 특히 당사가 주목하는 부분은 매출 증가와 해양부문의 손실 감소다. 분기 변동성이 있는 특수선의 매출 증가를 제외하더라도 조선 부문에서만 매출이 YoY +44.2%, QoQ +31.8%증가했으며 엔진기계부문 또한 YoY +8.7%, QoQ +23.1% 증가했다. 수주선가의 상승분을 감안하더라도, 이러한 매출 상승은 공정의 급격한 정상화와 지연호선의 해소가 뒷받침되지 않으면 나오기 어려운 실적이라는 점에서 높이 평가한다. 그간 전사 공정에 부담이 되었던 해양부문의 손실 감소 역시 반가운 부분이다.",10.0,6.0,6.0,9.0,2.0,8.0,6.0,5.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,9.0,2.0,8.0,6.0,5.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,HD현대중공업,192700,227500
2067,HDC현대산업개발,24.07.26,단기 변동성에는 매수로 대응 필요,,18.0,2.0,18.0,41.0,8.0,8.0,3.0,9.0,4.0,7.0,8.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,6.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,18.0,41.0,8.0,8.0,3.0,9.0,4.0,7.0,8.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,6.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,HDC현대산업개발,21850,19070
